Gender,Marital Status,Number of Dependents,Occupation,Income,Education Level,Customer Tenure,Customer Segment,Preferred Communication Channel,Credit Score,Credit History Length,Outstanding Loans,Churn Flag,Churn Reason,Churn Date,Balance,NumOfProducts,NumComplaints,Age
1,Married,2,Armed forces operational officer,65053.37,Master's,6,Retail,Phone,418.0,14,1185.39,0,Not Churned,,169802.57,1.0,8.0,36.0
1,Single,3,"Designer, ceramics/pottery",93414.12,Master's,23,Retail,Email,805.0,17,7800.55,0,Not Churned,,249417.13,3.0,7.0,54.0
0,Divorced,2,"Teacher, primary school",57835.63,Bachelor's,29,Corporate,Phone,395.0,1,32659.12,0,Not Churned,,115664.56,1.0,9.0,57.0
0,Single,3,Adult nurse,93232.7,Master's,6,Corporate,Email,319.0,24,1884.58,1,Relocation,2024-04-06,27648.38,4.0,10.0,75.0
1,Married,5,"Teacher, secondary school",28754.52,Diploma,4,Retail,Email,429.0,5,12962.67,1,Better Offers Elsewhere,2024-03-19,74968.69,1.0,8.0,20.0
0,Divorced,5,Maintenance engineer,82267.53,High School,13,SME,Phone,518.0,9,1155.36,0,Not Churned,,187067.54,4.0,10.0,36.0
0,Married,3,"Scientist, biomedical",23341.3,Diploma,9,Retail,Email,562.0,21,28471.89,0,Not Churned,,97327.67,4.0,7.0,31.0
0,Divorced,0,Management consultant,84636.46,Master's,5,Corporate,Email,759.0,8,3075.66,0,Not Churned,,85377.14,3.0,6.0,37.0
0,Divorced,3,Energy manager,56740.23,High School,27,Retail,Email,433.0,19,5877.84,1,Account Closure,2024-04-07,4388.01,1.0,6.0,19.0
0,Single,2,Minerals surveyor,96419.77,Master's,28,SME,Phone,595.0,1,40266.56,0,Not Churned,,138540.87,1.0,8.0,46.0
1,Divorced,0,Geoscientist,48780.83,Bachelor's,29,SME,Phone,753.0,7,41464.58,0,Not Churned,,189742.79,2.0,7.0,71.0
1,Divorced,2,Logistics and distribution manager,52882.31,High School,13,SME,Email,825.0,16,40403.4,0,Not Churned,,131580.06,3.0,3.0,72.0
0,Single,5,Further education lecturer,62344.38,Master's,26,Corporate,Phone,703.0,14,43193.14,0,Not Churned,,210200.23,2.0,1.0,45.0
1,Single,2,"Lecturer, higher education",29482.65,Bachelor's,7,Corporate,Email,668.0,18,26196.18,0,Not Churned,,220971.39,4.0,6.0,42.0
1,Divorced,2,Geoscientist,23084.19,High School,11,SME,Phone,663.0,8,17394.58,0,Not Churned,,196716.6,4.0,1.0,36.0
0,Married,0,Trade union research officer,83660.26,High School,21,Corporate,Email,554.0,29,34906.8,0,Not Churned,,106679.65,4.0,6.0,38.0
1,Single,0,Interior and spatial designer,31734.01,High School,30,Corporate,Phone,442.0,5,5685.38,0,Not Churned,,124538.6,5.0,7.0,68.0
1,Married,3,Print production planner,66313.58,Master's,4,Corporate,Phone,740.0,22,13675.74,0,Not Churned,,53288.09,4.0,10.0,43.0
1,Married,1,Trade mark attorney,51045.4,High School,5,Retail,Email,806.0,19,41753.39,0,Not Churned,,43715.21,5.0,0.0,26.0
1,Divorced,3,Insurance broker,62867.05,Bachelor's,21,Retail,Email,362.0,3,32672.93,0,Not Churned,,68683.64,3.0,2.0,54.0
1,Divorced,2,Higher education careers adviser,27246.35,Diploma,18,SME,Email,780.0,21,21068.25,0,Not Churned,,174346.6,4.0,4.0,43.0
0,Single,2,Conference centre manager,75176.05,Bachelor's,16,Retail,Phone,469.0,1,14053.48,0,Not Churned,,112877.28,2.0,4.0,32.0
0,Divorced,0,Clinical embryologist,74027.23,High School,29,Retail,Email,843.0,11,14838.11,0,Not Churned,,234128.54,4.0,2.0,47.0
0,Married,1,Media planner,64396.45,Bachelor's,30,Corporate,Email,343.0,14,44363.67,0,Not Churned,,160620.08,3.0,10.0,76.0
0,Married,2,Race relations officer,84351.77,Diploma,4,Corporate,Email,767.0,19,40829.37,0,Not Churned,,210343.21,2.0,10.0,57.0
0,Married,1,Research scientist (life sciences),12545.52,High School,23,Retail,Phone,511.0,25,39964.48,0,Not Churned,,144499.72,1.0,9.0,38.0
1,Single,3,Veterinary surgeon,82527.41,Bachelor's,18,Corporate,Phone,827.0,29,43169.15,0,Not Churned,,149694.83,5.0,4.0,69.0
1,Single,1,Energy engineer,66964.05,High School,15,Retail,Phone,342.0,5,29419.83,1,Service Issues,2024-04-23,15058.35,4.0,2.0,35.0
1,Divorced,3,"Buyer, retail",79502.86,Master's,13,Retail,Phone,741.0,2,11651.25,1,Relocation,2024-02-02,21065.92,2.0,10.0,40.0
0,Divorced,4,"Doctor, general practice",94053.63,Bachelor's,14,Corporate,Email,469.0,1,44640.92,0,Not Churned,,53231.42,1.0,3.0,26.0
0,Single,5,Chemical engineer,69771.67,High School,3,Retail,Phone,400.0,23,44407.36,1,Account Closure,2024-05-22,36662.78,1.0,5.0,52.0
0,Single,5,Ship broker,34568.13,Master's,29,Retail,Email,841.0,17,6993.19,0,Not Churned,,37331.57,2.0,9.0,77.0
0,Married,5,Event organiser,63019.59,Master's,15,SME,Phone,413.0,1,12625.76,0,Not Churned,,166562.88,3.0,7.0,77.0
0,Married,4,Volunteer coordinator,89201.93,Diploma,23,Retail,Email,396.0,16,28169.78,0,Not Churned,,190481.12,3.0,9.0,69.0
0,Divorced,4,"Civil engineer, contracting",96009.23,Master's,9,Corporate,Phone,780.0,29,11624.7,0,Not Churned,,122999.28,1.0,10.0,58.0
0,Single,3,Heritage manager,24097.93,Bachelor's,24,Retail,Phone,360.0,28,23551.15,0,Not Churned,,248566.7,5.0,8.0,43.0
1,Married,5,"Engineer, materials",30655.87,Bachelor's,30,Corporate,Phone,542.0,22,33567.9,0,Not Churned,,121873.6,1.0,6.0,64.0
0,Single,2,"Scientist, marine",19935.13,Diploma,4,Corporate,Email,697.0,28,18458.93,0,Not Churned,,215275.57,5.0,5.0,66.0
0,Single,2,Television/film/video producer,99354.06,High School,4,SME,Email,471.0,15,20054.65,0,Not Churned,,127186.27,3.0,2.0,47.0
0,Single,2,Ambulance person,48716.86,Bachelor's,20,Retail,Phone,575.0,2,26068.15,0,Not Churned,,10145.66,5.0,5.0,40.0
0,Single,1,Ophthalmologist,35695.28,High School,18,SME,Email,313.0,8,40326.8,0,Not Churned,,170568.83,4.0,10.0,48.0
1,Married,2,Computer games developer,94524.33,High School,17,Corporate,Phone,612.0,4,16444.1,0,Not Churned,,54259.63,4.0,10.0,64.0
1,Single,5,Editorial assistant,66606.15,High School,23,Corporate,Phone,775.0,26,28132.45,0,Not Churned,,100973.4,2.0,2.0,42.0
0,Divorced,1,Best boy,53697.02,Master's,1,Corporate,Email,585.0,24,23793.81,0,Not Churned,,62602.35,3.0,2.0,30.0
0,Divorced,1,Museum/gallery exhibitions officer,39281.84,Bachelor's,4,Corporate,Phone,804.0,27,42037.09,0,Not Churned,,234257.13,4.0,2.0,62.0
0,Divorced,5,Learning disability nurse,96649.47,High School,5,SME,Phone,737.0,19,31658.04,0,Not Churned,,88308.85,5.0,5.0,75.0
0,Single,0,Tax adviser,15908.6,High School,24,Retail,Phone,442.0,5,19847.06,0,Not Churned,,98471.33,5.0,0.0,65.0
0,Single,0,Chief Financial Officer,93153.86,High School,14,Retail,Phone,566.0,22,20491.68,0,Not Churned,,91714.01,3.0,6.0,55.0
0,Divorced,4,Further education lecturer,6026.31,Diploma,26,Retail,Email,442.0,23,25295.71,0,Not Churned,,89103.65,2.0,10.0,75.0
1,Married,0,"Engineer, maintenance (IT)",10686.19,Bachelor's,10,SME,Email,664.0,23,21951.31,0,Not Churned,,192874.3,3.0,6.0,64.0
0,Married,0,Architect,27764.84,Diploma,20,Retail,Phone,452.0,20,11382.66,0,Not Churned,,167650.01,5.0,7.0,61.0
1,Single,0,"Teacher, special educational needs",7785.21,Bachelor's,19,Retail,Email,828.0,25,8909.18,0,Not Churned,,77153.62,5.0,10.0,35.0
0,Divorced,4,Materials engineer,97760.94,Master's,9,SME,Email,502.0,15,27523.39,0,Not Churned,,183750.47,2.0,7.0,41.0
0,Single,1,"Engineer, aeronautical",97314.84,Diploma,16,Retail,Email,344.0,21,8948.63,0,Not Churned,,233572.74,4.0,10.0,66.0
1,Single,5,Chiropractor,19756.83,Bachelor's,30,Retail,Phone,669.0,5,15592.17,0,Not Churned,,119728.67,2.0,7.0,32.0
1,Single,5,"Sound technician, broadcasting/film/video",91646.56,Bachelor's,25,SME,Email,544.0,7,26116.54,1,Service Issues,2024-08-03,41749.72,2.0,9.0,52.0
1,Single,5,"Therapist, music",38239.8,Bachelor's,11,Retail,Phone,724.0,17,27087.21,0,Not Churned,,175258.58,2.0,9.0,61.0
0,Married,3,Health physicist,61483.52,Master's,15,Retail,Phone,433.0,18,41430.67,0,Not Churned,,228706.48,1.0,10.0,68.0
0,Married,0,Health physicist,22120.0,Diploma,2,Retail,Email,822.0,20,47962.98,0,Not Churned,,16181.94,5.0,9.0,46.0
0,Single,4,Hospital pharmacist,71929.07,Bachelor's,10,Corporate,Email,363.0,8,11061.47,0,Not Churned,,228320.31,5.0,10.0,60.0
0,Single,2,"Journalist, newspaper",17375.55,High School,3,Retail,Email,326.0,4,2371.33,0,Not Churned,,166274.52,2.0,3.0,39.0
0,Divorced,0,Clinical psychologist,36857.03,Bachelor's,4,Corporate,Email,459.0,20,13349.9,0,Not Churned,,60303.78,5.0,10.0,67.0
0,Divorced,5,"Therapist, occupational",62183.26,High School,15,Corporate,Phone,321.0,9,47410.77,0,Not Churned,,142878.13,5.0,9.0,31.0
0,Single,3,"Lecturer, further education",53966.73,Diploma,20,Corporate,Email,509.0,22,20023.71,0,Not Churned,,101514.83,2.0,1.0,37.0
0,Divorced,5,"Lighting technician, broadcasting/film/video",74655.51,Bachelor's,11,Corporate,Phone,720.0,1,40244.12,0,Not Churned,,106999.7,2.0,3.0,26.0
0,Married,4,Volunteer coordinator,96780.66,Diploma,18,Corporate,Phone,713.0,8,40952.27,0,Not Churned,,158509.61,3.0,5.0,75.0
1,Divorced,1,Chartered management accountant,15518.81,Bachelor's,21,Corporate,Email,730.0,28,2741.71,0,Not Churned,,51298.34,1.0,2.0,41.0
0,Divorced,5,Broadcast engineer,34974.08,Bachelor's,14,SME,Email,810.0,6,29664.13,0,Not Churned,,30568.35,2.0,4.0,51.0
0,Single,2,Animal technologist,5724.91,Master's,3,Corporate,Email,364.0,19,20191.81,0,Not Churned,,100316.87,2.0,6.0,35.0
1,Married,1,Passenger transport manager,18722.57,Bachelor's,27,SME,Phone,849.0,13,10388.37,0,Not Churned,,98047.8,4.0,0.0,49.0
0,Divorced,1,"Biochemist, clinical",45520.9,High School,4,SME,Phone,518.0,19,20770.86,0,Not Churned,,237512.46,1.0,7.0,72.0
0,Single,2,"Engineer, site",22043.1,Master's,8,SME,Phone,688.0,23,41891.46,0,Not Churned,,121364.42,5.0,8.0,66.0
1,Divorced,4,Land,35568.43,Bachelor's,1,SME,Email,321.0,19,2746.66,0,Not Churned,,108798.2,1.0,5.0,61.0
1,Divorced,1,Museum/gallery curator,37041.13,Master's,15,SME,Email,443.0,14,38098.56,0,Not Churned,,203305.67,3.0,6.0,36.0
0,Single,1,Estate agent,65366.29,High School,9,SME,Email,821.0,8,29968.79,0,Not Churned,,20829.25,4.0,7.0,33.0
1,Single,0,Psychiatrist,43134.31,High School,27,Retail,Email,383.0,20,18595.03,1,Service Issues,2024-07-11,71155.8,1.0,5.0,23.0
0,Single,0,Magazine journalist,86572.22,Diploma,21,Corporate,Email,544.0,8,43913.85,0,Not Churned,,149305.59,3.0,10.0,38.0
1,Married,3,"Conservation officer, nature",11014.97,Diploma,4,SME,Phone,447.0,5,26079.31,0,Not Churned,,154284.74,4.0,6.0,38.0
0,Single,0,"Psychologist, clinical",62838.56,High School,15,Retail,Email,718.0,20,36789.66,0,Not Churned,,115780.09,1.0,5.0,64.0
0,Single,5,"Conservation officer, nature",62651.09,Diploma,1,Corporate,Phone,467.0,23,39241.87,0,Not Churned,,164512.77,1.0,1.0,49.0
0,Divorced,3,Field seismologist,23812.67,High School,10,SME,Email,737.0,22,12026.69,0,Not Churned,,160427.55,1.0,9.0,46.0
0,Single,5,"Scientist, marine",31953.06,Diploma,16,Corporate,Phone,721.0,16,49904.21,0,Not Churned,,158058.58,5.0,9.0,65.0
0,Married,1,"Production assistant, television",77327.93,High School,1,Corporate,Email,818.0,14,37602.26,0,Not Churned,,54991.36,4.0,0.0,60.0
1,Single,5,Immunologist,89915.46,Bachelor's,8,Corporate,Phone,709.0,21,43330.72,0,Not Churned,,118153.92,3.0,0.0,65.0
0,Divorced,5,Network engineer,64395.07,Bachelor's,20,SME,Email,322.0,24,31481.92,1,Relocation,2024-04-03,9824.77,2.0,3.0,46.0
1,Divorced,0,"Producer, television/film/video",63337.14,Master's,30,SME,Email,739.0,13,40956.01,0,Not Churned,,150844.06,1.0,6.0,41.0
1,Divorced,1,Set designer,9755.06,Master's,21,SME,Email,541.0,1,25411.16,0,Not Churned,,146139.38,3.0,7.0,37.0
0,Divorced,1,"Programmer, systems",80995.71,Master's,7,Retail,Phone,626.0,26,47089.31,0,Not Churned,,179520.61,2.0,3.0,58.0
0,Single,4,"Radiographer, diagnostic",22344.45,Diploma,2,SME,Phone,634.0,14,7073.74,0,Not Churned,,76865.58,4.0,1.0,66.0
0,Single,2,Podiatrist,48162.44,Bachelor's,3,Corporate,Email,794.0,27,33389.15,0,Not Churned,,213365.26,3.0,10.0,65.0
0,Married,4,Television/film/video producer,44633.26,Master's,29,Corporate,Phone,440.0,19,7161.86,1,Relocation,2024-04-08,44517.27,1.0,10.0,30.0
0,Married,2,Armed forces training and education officer,95393.54,Bachelor's,28,SME,Email,670.0,13,26533.16,0,Not Churned,,71481.16,1.0,3.0,19.0
1,Divorced,2,Glass blower/designer,97376.63,Master's,25,SME,Email,415.0,24,23415.2,0,Not Churned,,70448.95,4.0,9.0,58.0
0,Married,2,Television/film/video producer,36489.01,Bachelor's,23,Retail,Email,665.0,30,6959.26,0,Not Churned,,112553.51,3.0,5.0,72.0
1,Single,4,Ophthalmologist,99756.53,Master's,1,Corporate,Email,443.0,17,42077.57,0,Not Churned,,109118.97,1.0,9.0,46.0
0,Married,5,Pharmacologist,77742.09,Bachelor's,15,Corporate,Phone,606.0,28,9971.84,0,Not Churned,,169224.67,4.0,9.0,32.0
0,Married,2,Advertising art director,66820.71,Master's,29,Retail,Phone,704.0,17,7507.32,0,Not Churned,,204952.97,2.0,0.0,65.0
0,Married,4,Adult nurse,31157.61,Diploma,6,Retail,Email,770.0,1,8756.14,0,Not Churned,,245570.15,1.0,1.0,33.0
0,Married,5,Futures trader,30073.55,High School,2,SME,Email,466.0,30,27659.1,0,Not Churned,,94830.8,2.0,7.0,36.0
1,Single,5,Environmental education officer,83956.1,High School,4,Retail,Phone,483.0,18,2567.06,0,Not Churned,,108300.46,5.0,7.0,51.0
0,Married,1,Minerals surveyor,33605.91,Diploma,22,SME,Email,828.0,8,48369.19,0,Not Churned,,169097.16,2.0,4.0,56.0
0,Single,2,Printmaker,54823.82,Bachelor's,22,Retail,Email,416.0,22,19758.8,0,Not Churned,,141682.56,4.0,5.0,27.0
1,Divorced,1,Tourism officer,9488.77,Diploma,21,SME,Phone,700.0,27,43038.08,0,Not Churned,,220274.61,5.0,7.0,58.0
0,Single,5,"Designer, jewellery",94884.83,Master's,10,SME,Email,655.0,17,9957.18,0,Not Churned,,109025.02,3.0,8.0,36.0
1,Divorced,0,Ophthalmologist,27312.31,High School,28,Retail,Phone,462.0,15,7845.0,0,Not Churned,,185137.59,1.0,8.0,70.0
1,Divorced,1,Fisheries officer,59761.33,Bachelor's,4,Retail,Email,616.0,14,7682.82,0,Not Churned,,126975.46,4.0,4.0,37.0
1,Divorced,0,Air cabin crew,95115.39,Bachelor's,22,Retail,Email,318.0,28,33700.8,0,Not Churned,,178832.0,2.0,2.0,58.0
1,Divorced,0,"Production assistant, radio",50176.61,High School,1,Corporate,Phone,727.0,22,9478.13,0,Not Churned,,144967.01,3.0,3.0,43.0
0,Divorced,3,TEFL teacher,49156.62,Bachelor's,19,SME,Phone,810.0,11,24343.95,0,Not Churned,,233050.89,2.0,1.0,49.0
1,Married,5,"Surveyor, building",63896.09,High School,23,Retail,Email,595.0,28,33883.0,0,Not Churned,,227918.84,2.0,3.0,23.0
1,Single,4,Building surveyor,73343.66,Master's,21,SME,Email,788.0,4,49428.34,0,Not Churned,,203283.3,2.0,2.0,26.0
1,Married,0,"Exhibitions officer, museum/gallery",94674.12,High School,5,SME,Email,496.0,14,11716.57,0,Not Churned,,198130.0,2.0,6.0,54.0
1,Married,1,"Engineer, production",37580.89,Diploma,29,Retail,Email,846.0,20,7317.89,0,Not Churned,,77118.3,1.0,4.0,43.0
1,Married,2,"Surveyor, hydrographic",45631.01,Bachelor's,20,Retail,Phone,697.0,13,14763.81,0,Not Churned,,248555.95,5.0,7.0,19.0
1,Single,1,IT sales professional,16425.2,Diploma,24,SME,Phone,655.0,26,6060.91,0,Not Churned,,205293.56,3.0,7.0,32.0
1,Divorced,0,Film/video editor,49061.32,Diploma,12,SME,Phone,738.0,24,37646.78,0,Not Churned,,138754.88,5.0,2.0,58.0
1,Single,5,Computer games developer,46188.39,Master's,7,Corporate,Phone,425.0,7,23119.54,0,Not Churned,,64174.6,4.0,4.0,58.0
1,Single,3,Marine scientist,48372.11,High School,9,Corporate,Phone,509.0,30,31968.53,0,Not Churned,,219802.41,1.0,9.0,45.0
1,Married,1,Science writer,46225.01,Diploma,24,Retail,Email,731.0,25,33377.65,0,Not Churned,,217656.38,4.0,10.0,27.0
1,Married,1,Set designer,55373.59,High School,20,Retail,Phone,659.0,13,8556.85,0,Not Churned,,209221.75,4.0,1.0,52.0
1,Divorced,1,Chartered management accountant,44284.06,Bachelor's,21,Retail,Email,746.0,25,33721.84,0,Not Churned,,66577.89,1.0,0.0,75.0
1,Single,3,"Scientist, biomedical",97394.47,High School,17,SME,Phone,484.0,17,20410.77,0,Not Churned,,59286.54,2.0,1.0,53.0
0,Married,2,Stage manager,32950.2,High School,9,SME,Email,494.0,16,12675.37,0,Not Churned,,136725.56,2.0,0.0,23.0
1,Married,5,Arts development officer,37901.38,Bachelor's,9,SME,Email,306.0,19,21108.67,1,Account Closure,2024-04-04,3327.13,4.0,9.0,23.0
0,Divorced,2,Chemical engineer,56450.63,Bachelor's,3,Corporate,Email,349.0,28,32027.53,0,Not Churned,,176944.15,3.0,7.0,48.0
1,Single,5,Games developer,59629.81,Diploma,11,SME,Email,574.0,21,24271.86,0,Not Churned,,102041.53,1.0,1.0,69.0
0,Divorced,4,Product designer,23998.06,Master's,15,Corporate,Email,368.0,8,16600.2,0,Not Churned,,14409.58,4.0,1.0,32.0
0,Single,5,Market researcher,91004.93,Diploma,18,Retail,Phone,391.0,5,35836.92,1,Service Issues,2024-02-06,5641.59,3.0,1.0,67.0
1,Single,1,Building surveyor,30786.24,Bachelor's,18,SME,Email,766.0,13,23282.76,0,Not Churned,,22421.88,2.0,3.0,44.0
1,Divorced,1,Learning mentor,28600.58,Master's,14,SME,Email,659.0,8,32368.32,0,Not Churned,,205925.46,4.0,4.0,43.0
1,Single,4,Ecologist,6970.2,High School,2,Corporate,Phone,314.0,13,48075.97,1,Service Issues,2024-01-12,58.56,3.0,4.0,32.0
1,Divorced,5,Armed forces training and education officer,31368.56,High School,14,Corporate,Email,560.0,21,4346.77,0,Not Churned,,248713.93,4.0,6.0,43.0
1,Married,1,Geographical information systems officer,62652.17,High School,19,Retail,Phone,812.0,24,49695.52,0,Not Churned,,37640.55,4.0,5.0,51.0
1,Single,2,Tree surgeon,60547.28,High School,13,Corporate,Phone,627.0,23,44662.02,0,Not Churned,,121316.68,5.0,1.0,71.0
0,Single,4,Commercial/residential surveyor,84354.95,Diploma,8,SME,Phone,577.0,22,18865.91,0,Not Churned,,3537.31,5.0,5.0,65.0
1,Divorced,1,"Education officer, environmental",84223.28,High School,4,Retail,Email,550.0,17,4379.73,0,Not Churned,,159608.99,4.0,2.0,31.0
1,Single,5,"Engineer, water",46223.95,High School,22,Retail,Email,776.0,9,47621.24,0,Not Churned,,106647.23,3.0,2.0,40.0
1,Married,2,Oncologist,32323.29,High School,8,Retail,Phone,511.0,25,34706.95,0,Not Churned,,223620.1,3.0,10.0,21.0
0,Married,1,Social worker,54577.77,High School,19,SME,Email,693.0,3,31864.85,1,Relocation,2024-08-01,16479.14,1.0,2.0,57.0
1,Married,0,Analytical chemist,59844.8,High School,15,SME,Email,301.0,13,8307.98,1,Service Issues,2024-08-04,2414.21,4.0,5.0,50.0
0,Married,5,Financial trader,95118.08,Master's,12,SME,Phone,654.0,8,28587.73,0,Not Churned,,124051.77,4.0,8.0,72.0
1,Divorced,0,Investment analyst,38028.52,Master's,9,Retail,Email,359.0,3,26576.16,0,Not Churned,,235943.12,2.0,4.0,60.0
1,Divorced,3,Chief of Staff,52492.76,Bachelor's,4,Retail,Phone,378.0,7,21218.18,1,Account Closure,2024-06-29,68134.05,4.0,10.0,59.0
1,Single,3,Arts administrator,74602.44,Master's,14,Corporate,Email,485.0,2,20414.94,0,Not Churned,,33686.39,4.0,1.0,21.0
1,Divorced,5,"Engineer, manufacturing",52825.77,Diploma,21,Retail,Phone,517.0,21,11083.68,0,Not Churned,,158523.68,2.0,3.0,66.0
0,Married,1,"Therapist, speech and language",84674.73,High School,15,Corporate,Email,581.0,27,44842.74,0,Not Churned,,162227.13,1.0,9.0,49.0
1,Single,1,Fashion designer,57062.04,Master's,7,SME,Email,754.0,2,5166.71,0,Not Churned,,224068.2,1.0,9.0,28.0
0,Single,5,"Therapist, horticultural",36004.37,Diploma,13,Retail,Phone,813.0,22,28541.17,0,Not Churned,,159653.14,2.0,10.0,50.0
1,Divorced,5,"Scientist, product/process development",75781.3,High School,24,Retail,Email,382.0,21,44900.92,0,Not Churned,,83523.26,3.0,1.0,39.0
1,Married,3,"Teacher, primary school",42075.23,Bachelor's,22,Retail,Phone,570.0,24,30297.56,0,Not Churned,,198817.04,5.0,8.0,26.0
1,Married,1,Aid worker,30169.33,Diploma,18,SME,Email,592.0,20,43208.86,0,Not Churned,,38147.07,3.0,4.0,32.0
0,Married,3,Theme park manager,27569.9,Diploma,14,SME,Email,307.0,28,41963.99,1,Relocation,2024-05-02,19287.11,5.0,10.0,74.0
1,Married,2,Sports coach,6375.38,Master's,22,SME,Phone,588.0,7,34796.31,0,Not Churned,,221009.17,5.0,4.0,22.0
1,Single,3,Cabin crew,18237.27,High School,10,Corporate,Email,559.0,20,2980.59,0,Not Churned,,116004.9,1.0,0.0,36.0
0,Married,4,Research scientist (maths),8128.84,Master's,30,Corporate,Email,648.0,22,32895.86,0,Not Churned,,245291.17,2.0,0.0,76.0
0,Single,2,Chartered loss adjuster,30617.04,Diploma,15,Corporate,Email,646.0,4,19949.95,0,Not Churned,,129990.54,4.0,2.0,61.0
1,Single,1,"Psychologist, sport and exercise",71030.31,High School,8,Retail,Phone,508.0,9,34305.74,1,Service Issues,2024-06-06,16921.8,1.0,1.0,72.0
1,Single,3,Government social research officer,10664.61,High School,17,Retail,Phone,495.0,29,6694.71,0,Not Churned,,247855.97,2.0,9.0,55.0
1,Divorced,2,Dance movement psychotherapist,83059.69,Bachelor's,25,Retail,Phone,407.0,23,17817.47,1,Relocation,2024-07-30,14106.44,3.0,3.0,35.0
0,Divorced,0,Ophthalmologist,97321.0,Master's,15,Retail,Email,773.0,30,40567.51,0,Not Churned,,6359.23,5.0,0.0,69.0
0,Divorced,5,Environmental manager,68307.85,Diploma,12,SME,Phone,802.0,7,49396.14,0,Not Churned,,189318.94,1.0,0.0,70.0
1,Divorced,2,"Civil engineer, contracting",79330.76,High School,13,Retail,Phone,832.0,15,18943.53,0,Not Churned,,202972.48,1.0,1.0,41.0
0,Married,0,"Lecturer, higher education",74458.43,Diploma,22,Corporate,Email,395.0,27,47659.33,0,Not Churned,,164153.11,5.0,2.0,41.0
1,Divorced,0,Chartered certified accountant,99796.8,Master's,25,Retail,Email,805.0,23,24003.28,0,Not Churned,,208921.38,5.0,7.0,41.0
0,Single,5,Pathologist,49957.66,Bachelor's,9,SME,Phone,790.0,2,25550.24,1,Relocation,2024-07-04,8003.96,3.0,9.0,50.0
0,Single,3,Museum education officer,15160.81,Diploma,4,SME,Phone,781.0,1,3500.46,0,Not Churned,,157164.56,3.0,1.0,29.0
0,Married,3,Transport planner,62703.58,Bachelor's,19,SME,Email,808.0,10,7258.51,0,Not Churned,,168607.71,4.0,6.0,74.0
0,Single,5,Community education officer,78142.86,Diploma,1,Corporate,Email,787.0,13,27087.54,0,Not Churned,,208660.55,3.0,10.0,75.0
1,Single,5,"Accountant, chartered",77139.52,High School,13,SME,Email,423.0,15,4943.7,0,Not Churned,,192863.68,2.0,2.0,36.0
0,Married,5,Homeopath,41984.72,Diploma,19,Retail,Email,346.0,27,11530.54,1,Better Offers Elsewhere,2024-01-30,10896.32,3.0,5.0,51.0
